钻孔编号	层号	ds(m)	 土名	"ρc
(%)"	"Ni
(击)"	"Ncri
(击)"	"(1-Ni/Ncri)
×diWi"	判别结果	 αmax
k7#	8	22.15-22.45	粉土	17	11	8.21	-	不液化	0.20g
k7#	8	23.15-23.45	粉土	22	13	7.26	-	不液化	0.20g
k7#	8	24.15-24.45	粉土	20	14	7.67	-	不液化	0.20g
k7#	8	25.15-25.45	粉土	21	14	7.53	-	不液化	0.20g
k7#	8	26.15-26.45	粉土	25	16	6.94	-	不液化	0.20g
k7#	9	27.15-27.45	粉土	20	13	7.8	-	不液化	0.20g
k7#	9	28.15-28.45	粉土	28	14	6.62	-	不液化	0.20g
k7#	9	29.15-29.45	粉土	24	18	7.19	-	不液化	0.20g
k7#	2	2.15-2.45	粉土夹粉砂	11.1	11	6.71	-	不液化	0.30g
k7#	2	3.15-3.45	粉土夹粉砂	13	13	7.08	－	不液化	0.30g
k7#	2	4.15-4.45	粉土	15	8	7.25	－	不液化	0.30g
k7#	3	5.15-5.45	粉土	15.4	6	7.7	0.78	液化	0.30g
k7#	3	6.15-6.45	粉土	13.1	8	8.84	0.91	液化	0.30g
k7#	3	7.15-7.45	粉土	15.1	7	8.62	0.81	液化	0.30g
k7#	3	8.15-8.45	粉土	16.5	7	8.57	0.81	液化	0.30g
k7#	3	9.15-9.45	粉土	19.1	16	8.23	－	不液化	0.30g
k7#	4	10.15-10.45	粉砂	3	18	21.34	0.85	液化	0.30g
k7#	4	11.15-11.45	粉砂	3	17	21.85	0.78	液化	0.30g
k7#	4	12.15-12.45	粉砂	3	19	22.31	0.85	液化	0.30g
k7#	5	13.15-13.45	粉砂	3	22	22.72	0.97	液化	0.30g
k7#	5	14.15-14.45	粉砂	3	24	23.09	－	不液化	0.30g
k7#	5	15.15-15.45	粉砂	3	26	23.42	－	不液化	0.30g
k7#	6	16.15-16.45	粉砂	3	28	23.73	－	不液化	0.30g
k7#	6	17.15-17.45	粉砂	3	24	24.01	1	液化	0.30g
k7#	6	18.15-18.45	粉砂	3	26	24.27	－	不液化	0.30g
k7#	7	19.15-19.45	粉砂	3	25	24.5	－	不液化	0.30g
k7#	7	20.15-20.45	粉砂	3	26	24.72	-	不液化	0.30g
k7#	7	21.25-21.45	粉砂	3	29	24.93	-	不液化	0.30g
k7#	8	22.15-22.45	粉土	17	11	10.55	-	不液化	0.30g
k7#	8	23.15-23.45	粉土	22	13	9.34	-	不液化	0.30g
k7#	8	24.15-24.45	粉土	20	14	9.86	-	不液化	0.30g
k7#	8	25.15-25.45	粉土	21	14	9.68	-	不液化	0.30g
k7#	8	26.15-26.45	粉土	25	16	8.92	-	不液化	0.30g
k7#	9	27.15-27.45	粉土	20	13	10.03	-	不液化	0.30g
k7#	9	28.15-28.45	粉土	28	14	8.52	-	不液化	0.30g
k7#	9	29.15-29.45	粉土	24	18	9.24	-	不液化	0.30g
k9#	2	3.15-3.45	粉土夹粉砂	18.9	5	3.01	－	不液化	0.10g
k9#	2	4.15-4.45	粉土夹粉砂	19.4	6	3.27	－	不液化	0.10g
k9#	2	5.15-5.45	粉土夹粉砂	20.1	8	3.46	－	不液化	0.10g
k9#	3	6.15-6.45	粉土	19.5	11	3.72	－	不液化	0.10g
k9#	3	7.15-7.45	粉土	20.4	15	3.81	－	不液化	0.10g
k9#	3	8.15-8.45	粉土	17.6	19	4.26	－	不液化	0.10g
k9#	4	9.15-9.45	粉土	18.9	26	4.25	－	不液化	0.10g
k9#	4	10.15-10.45	粉土	19.2	31	4.33	－	不液化	0.10g
k9#	4	11.15-11.45	粉土	20.7	34	4.27	－	不液化	0.10g
k9#	5	12.15-12.45	粉砂	3	26	11.45	－	不液化	0.10g
k9#	5	13.15-13.45	粉砂	3	29	11.66	－	不液化	0.10g
k9#	5	14.15-14.45	粉砂	3	34	10.32	－	不液化	0.10g
k9#	5	15.15-15.45	粉砂	3	26	11.85	－	不液化	0.10g
k9#	5	16.15-16.45	粉砂	3	25	12.02	－	不液化	0.10g
k9#	6	17.15-17.45	粉砂	3	26	12.18	－	不液化	0.10g
k9#	6	18.15-18.45	粉砂	3	24	12.33	－	不液化	0.10g
k9#	6	19.15-19.45	粉砂	3	29	12.46	－	不液化	0.10g
k9#	6	20.15-20.45	粉砂	3	31	12.58	-	不液化	0.10g
k9#	7	21.25-21.45	粉砂	3	25	12.69	-	不液化	0.10g
k9#	7	22.15-22.45	粉土	25	15	4.43	-	不液化	0.10g
k9#	7	23.15-23.45	粉土	24.5	13	4.51	-	不液化	0.10g
k9#	8	24.15-24.45	粉土	23	15	4.69	-	不液化	0.10g
k9#	8	25.15-25.45	粉土	26.5	18	4.4	-	不液化	0.10g
k9#	9	26.15-26.45	粉土	24.1	16	4.64	-	不液化	0.10g
k9#	9	27.15-27.45	粉土	25.5	18	4.53	-	不液化	0.10g
k9#	9	28.15-28.45	粉土	23	19	4.8	-	不液化	0.10g
k9#	9	29.15-29.45	粉土	24	26	4.72	-	不液化	0.10g
k9#	2	3.15-3.45	粉土夹粉砂	18.9	5	－	－	不液化	0.15g
k9#	2	4.15-4.45	粉土夹粉砂	19.4	6	－	－	不液化	0.15g
k9#	2	5.15-5.45	粉土夹粉砂	20.1	8	－	－	不液化	0.15g
k9#	3	6.15-6.45	粉土	19.5	11	－	－	不液化	0.15g
k9#	3	7.15-7.45	粉土	20.4	15	－	－	不液化	0.15g
k9#	3	8.15-8.45	粉土	17.6	19	－	－	不液化	0.15g
k9#	4	9.15-9.45	粉土	18.9	26	－	－	不液化	0.15g
k9#	4	10.15-10.45	粉土	19.2	31	－	－	不液化	0.15g
k9#	4	11.15-11.45	粉土	20.7	34	－	－	不液化	0.15g
k9#	5	12.15-12.45	粉砂	3	26	18.9	－	不液化	0.15g
k9#	5	13.15-13.45	粉砂	3	29	19.5	－	不液化	0.15g
k9#	5	14.15-14.45	粉砂	3	34	20.1	－	不液化	0.15g
k9#	5	15.15-15.45	粉砂	3	26	20.6	－	不液化	0.15g
k9#	5	16.15-16.45	粉砂	3	25	21.1	－	不液化	0.15g
k9#	6	17.15-17.45	粉砂	3	26	21.6	－	不液化	0.15g
k9#	6	18.15-18.45	粉砂	3	24	22.1	－	不液化	0.15g
k9#	6	19.15-19.45	粉砂	3	29	22.5	－	不液化	0.15g
k9#	6	20.15-20.45	粉砂	3	31	12.58	-	不液化	0.15g
k9#	7	21.25-21.45	粉砂	3	25	12.69	-	不液化	0.15g
k9#	7	22.15-22.45	粉土	25	15	4.43	-	不液化	0.15g
k9#	7	23.15-23.45	粉土	24.5	13	4.51	-	不液化	0.15g
k9#	8	24.15-24.45	粉土	23	15	4.69	-	不液化	0.15g
k9#	8	25.15-25.45	粉土	26.5	18	4.4	-	不液化	0.15g
k9#	9	26.15-26.45	粉土	24.1	16	4.64	-	不液化	0.15g
k9#	9	27.15-27.45	粉土	25.5	18	4.53	-	不液化	0.15g
k9#	9	28.15-28.45	粉土	23	19	4.8	-	不液化	0.15g
k9#	9	29.15-29.45	粉土	24	26	4.72	-	不液化	0.15g
k9#	2	3.15-3.45	粉土夹粉砂	18.9	5	5.02	0.89	液化	0.20g
k9#	2	4.15-4.45	粉土夹粉砂	19.4	6	5.46	－	不液化	0.20g
k9#	2	5.15-5.45	粉土夹粉砂	20.1	8	5.76	－	不液化	0.20g
k9#	3	6.15-6.45	粉土	19.5	11	6.2	－	不液化	0.20g
k9#	3	7.15-7.45	粉土	20.4	15	6.35	－	不液化	0.20g
k9#	3	8.15-8.45	粉土	17.6	19	7.1	－	不液化	0.20g
k9#	4	9.15-9.45	粉土	18.9	26	7.08	－	不液化	0.20g
k9#	4	10.15-10.45	粉土	19.2	31	7.22	－	不液化	0.20g
k9#	4	11.15-11.45	粉土	20.7	34	7.12	－	不液化	0.20g
k9#	5	12.15-12.45	粉砂	3	26	19.09	－	不液化	0.20g
k9#	5	13.15-13.45	粉砂	3	29	19.44	－	不液化	0.20g
k9#	5	14.15-14.45	粉砂	3	34	17.2	－	不液化	0.20g
k9#	5	15.15-15.45	粉砂	3	26	19.75	－	不液化	0.20g
k9#	5	16.15-16.45	粉砂	3	25	20.04	－	不液化	0.20g
k9#	6	17.15-17.45	粉砂	3	26	20.3	－	不液化	0.20g
k9#	6	18.15-18.45	粉砂	3	24	20.54	－	不液化	0.20g
k9#	6	19.15-19.45	粉砂	3	29	20.76	－	不液化	0.20g
k9#	6	20.15-20.45	粉砂	3	31	20.96	-	不液化	0.20g
k9#	7	21.25-21.45	粉砂	3	25	21.15	-	不液化	0.20g
k9#	7	22.15-22.45	粉土	25	15	7.39	-	不液化	0.20g
k9#	7	23.15-23.45	粉土	24.5	13	7.52	-	不液化	0.20g
k9#	8	24.15-24.45	粉土	23	15	7.81	-	不液化	0.20g
k9#	8	25.15-25.45	粉土	26.5	18	7.33	-	不液化	0.20g
k9#	9	26.15-26.45	粉土	24.1	16	7.73	-	不液化	0.20g
k9#	9	27.15-27.45	粉土	25.5	18	7.56	-	不液化	0.20g
k9#	9	28.15-28.45	粉土	23	19	8	-	不液化	0.20g
k9#	9	29.15-29.45	粉土	24	26	7.87	-	不液化	0.20g
k9#	2	3.15-3.45	粉土夹粉砂	18.9	5	6.46	0.77	液化	0.30g
k9#	2	4.15-4.45	粉土夹粉砂	19.4	6	7.01	0.86	液化	0.30g
k9#	2	5.15-5.45	粉土夹粉砂	20.1	8	7.41	－	不液化	0.30g
k9#	3	6.15-6.45	粉土	19.5	11	7.97	－	不液化	0.30g
k9#	3	7.15-7.45	粉土	20.4	15	8.16	－	不液化	0.30g
k9#	3	8.15-8.45	粉土	17.6	19	9.13	－	不液化	0.30g
k9#	4	9.15-9.45	粉土	18.9	26	9.1	－	不液化	0.30g
k9#	4	10.15-10.45	粉土	19.2	31	9.28	－	不液化	0.30g
k9#	4	11.15-11.45	粉土	20.7	34	9.15	－	不液化	0.30g
k9#	5	12.15-12.45	粉砂	3	26	24.54	－	不液化	0.30g
k9#	5	13.15-13.45	粉砂	3	29	24.99	－	不液化	0.30g
k9#	5	14.15-14.45	粉砂	3	34	22.11	－	不液化	0.30g
k9#	5	15.15-15.45	粉砂	3	26	25.4	－	不液化	0.30g
k9#	5	16.15-16.45	粉砂	3	25	25.77	0.97	液化	0.30g
k9#	6	17.15-17.45	粉砂	3	26	26.1	1	液化	0.30g
k9#	6	18.15-18.45	粉砂	3	24	26.41	0.91	液化	0.30g
k9#	6	19.15-19.45	粉砂	3	29	26.69	－	不液化	0.30g
k9#	6	20.15-20.45	粉砂	3	31	26.95	-	不液化	0.30g
k9#	7	21.25-21.45	粉砂	3	25	27.2	0.92	液化	0.30g
k9#	7	22.15-22.45	粉土	25	15	9.5	-	不液化	0.30g
k9#	7	23.15-23.45	粉土	24.5	13	9.67	-	不液化	0.30g
k9#	8	24.15-24.45	粉土	23	15	10.05	-	不液化	0.30g
k9#	8	25.15-25.45	粉土	26.5	18	9.42	-	不液化	0.30g
k9#	9	26.15-26.45	粉土	24.1	16	9.94	-	不液化	0.30g
k9#	9	27.15-27.45	粉土	25.5	18	9.72	-	不液化	0.30g
k9#	9	28.15-28.45	粉土	23	19	10.29	-	不液化	0.30g
k9#	9	29.15-29.45	粉土	24	26	10.12	-	不液化	0.30g
